study_name,agent_,year_,type_,LO-count,GO-count,LO-H1-avg,LO-H1-std,LO-H2-avg,LO-H2-std,LO-H3-avg,LO-H3-std,GO-H1-avg,GO-H1-std,GO-H2-avg,GO-H2-std,GO-H3-avg,GO-H3-std,LO-F01,LO-F02,LO-F03,LO-F04,LO-F05,LO-F06,LO-F07,LO-F08,LO-F09,LO-F10,LO-F11,LO-F12,LO-F13,LO-F14,LO-F15,LO-F16,LO-F17,LO-F18,LO-F19,LO-F20,LO-F21,LO-F22,LO-F23,LO-F24,LO-F25,LO-F26,LO-F27,LO-F28,LO-F29,LO-F30,LO-F31,LO-F32,LO-F33,LO-F34,LO-F35,LO-F36,GO-F01,GO-F02,GO-F03,GO-F04,GO-F05,GO-F06,GO-F07,GO-F08,GO-F09,GO-F10,GO-F11,GO-F12,GO-F13,GO-F14,GO-F15,GO-F16,GO-F17,GO-F18,GO-F19,GO-F20,GO-F21,GO-F22,GO-F23,GO-F24,GO-F25,GO-F26,GO-F27,GO-F28,GO-F29,GO-F30,GO-F31,GO-F32,GO-F33,GO-F34,GO-F35,GO-F36
Nejad2025,hexp02,2025.0,computational,6.0,6.0,0.8,0.0,0.6,0.283,0.8,0.0,0.65,0.15,0.667,0.189,0.8,0.0,,,,,,0.8,,,,,,0.8,0.8,,,,,0.8,,,,,0.2,,0.8,,,,,,,,,,,,,,,,,0.8,,,,,,0.5,0.8,,,,,0.8,,,,,0.4,,0.8,,,,,,,,,,,
Payeur2021,hexp02,2021.0,computational,3.0,2.0,0.5,0.1,0.0,0.0,0.1,0.0,0.45,0.15,0.0,0.0,0.0,0.0,0.6,,0.4,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,0.6,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rao&Ballard1999,hexp02,1999.0,computational,8.0,7.0,0.85,0.15,1.0,0.0,0.933,0.094,1.0,0.0,0.933,0.094,0.633,0.189,,,,,,0.7,,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,0.8,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,0.8,,,,,1.0,,0.5,0.9,0.5,,,,,,,,,
Rao2024,hexp02,2024.0,theoretical,7.0,7.0,0.8,0.0,0.9,0.0,0.85,0.166,0.8,0.0,0.7,0.1,0.9,0.1,,,,,,0.8,,,,,,,0.9,,,,,,,,,,0.9,,1.0,1.0,0.8,,,,0.6,,,,,,,,,,,0.8,,,,,,,0.8,,,,,,,,,,0.6,,1.0,1.0,0.8,,,,0.8,,,,,
Sacramento2018,hexp02,2018.0,computational,6.0,6.0,0.9,0.1,0.633,0.236,0.4,0.0,0.9,0.1,0.7,0.082,0.8,0.0,1.0,,,,,0.8,,,,,,,0.3,,,,,0.8,,,,,0.8,,0.4,,,,,,,,,,,,1.0,,,,,0.8,,,,,,,0.7,,,,,0.6,,,,,0.8,,0.8,,,,,,,,,,,
Spratling2008,hexp02,2008.0,computational,5.0,5.0,0.6,0.0,0.9,0.1,0.8,0.0,0.8,0.0,0.9,0.1,0.9,0.0,,,,,,0.6,,,,0.6,,,1.0,,,,,,,,,,0.8,,,0.8,,,,,,,,,,,,,,,,0.8,,,,0.8,,,1.0,,,,,,,,,,0.8,,,0.9,,,,,,,,,,
Spratling2010,hexp02,2010.0,computational,3.0,3.0,1.0,0.0,0.9,0.1,0.0,0.0,0.5,0.0,0.9,0.1,0.0,0.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,0.5,,,,,,,1.0,,,,,,,,,,0.8,,,,,,,,,,,,,
Srinivasan1982,hexp02,1982.0,theoretical,6.0,0.0,0.725,0.259,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,,0.3,,,0.8,,,,1.0,,,1.0,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VanDerveer2021,hexp02,2021.0,empirical,6.0,1.0,0.36,0.408,0.0,0.0,0.5,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.6,-0.4,,0.4,,0.8,,0.4,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wacongne2011,hexp02,2011.0,empirical,6.0,4.0,0.3,0.726,1.0,0.0,0.85,0.05,0.9,0.1,0.0,0.0,0.8,0.0,,,,-0.7,,0.6,,,,,,1.0,1.0,,,,,,,,,,,,,,0.8,,,0.9,,,,,,,,,,,,0.8,,,,,,1.0,,,,,,,,,,,,,,,0.8,,,0.8,,,,,,
Wacongne2012,hexp02,2012.0,computational,12.0,10.0,0.333,0.909,0.9,0.089,0.9,0.0,0.975,0.043,0.72,0.204,0.9,0.0,1.0,,0.9,-0.9,-1.0,1.0,,,,,,1.0,1.0,0.9,1.0,,,0.8,0.8,,,,,,0.9,,,,,,,,,,,,1.0,,0.9,,,1.0,,,,,,1.0,1.0,0.4,0.6,,,0.8,0.8,,,,,,0.9,,,,,,,,,,,
Westerberg&Xiong2025,hexp02,2025.0,empirical,14.0,14.0,-0.54,0.736,0.5,0.0,-0.14,0.768,-0.8,0.346,-0.8,0.4,-0.4,0.759,-1.0,-1.0,-0.6,0.9,,-1.0,,,,,,,0.5,,,,,0.5,,0.5,,,0.5,,-0.8,-0.4,0.5,,-1.0,,,1.0,,,,,-1.0,-1.0,-0.2,,,-1.0,,,,,,,-1.0,,,,,-1.0,,-1.0,,0.0,-1.0,,,-0.8,-1.0,,-0.2,-1.0,,1.0,,,,
Yamins2014,hexp02,2014.0,computational,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,
