study_name,agent_,year_,type_,LO-count,GO-count,LO-H1-avg,LO-H1-std,LO-H2-avg,LO-H2-std,LO-H3-avg,LO-H3-std,GO-H1-avg,GO-H1-std,GO-H2-avg,GO-H2-std,GO-H3-avg,GO-H3-std,LO-F01,LO-F02,LO-F03,LO-F04,LO-F05,LO-F06,LO-F07,LO-F08,LO-F09,LO-F10,LO-F11,LO-F12,LO-F13,LO-F14,LO-F15,LO-F16,LO-F17,LO-F18,LO-F19,LO-F20,LO-F21,LO-F22,LO-F23,LO-F24,LO-F25,LO-F26,LO-F27,LO-F28,LO-F29,LO-F30,LO-F31,LO-F32,LO-F33,LO-F34,LO-F35,LO-F36,GO-F01,GO-F02,GO-F03,GO-F04,GO-F05,GO-F06,GO-F07,GO-F08,GO-F09,GO-F10,GO-F11,GO-F12,GO-F13,GO-F14,GO-F15,GO-F16,GO-F17,GO-F18,GO-F19,GO-F20,GO-F21,GO-F22,GO-F23,GO-F24,GO-F25,GO-F26,GO-F27,GO-F28,GO-F29,GO-F30,GO-F31,GO-F32,GO-F33,GO-F34,GO-F35,GO-F36
Hertag2020,hpchai_05,2020.0,computational,10,9,0.657,0.531,0.133,0.471,0.0,0.0,0.686,0.533,0.8,0.0,0.6,0.0,0.8,-0.6,0.8,,,0.6,,,1.0,,1.0,1.0,0.8,,,-0.2,,,,,,-0.2,,,,,,,,,,,,,,,0.8,-0.6,0.8,,,0.8,,,1.0,,1.0,1.0,0.8,,,,,,,,,,,,,,,,,,,,,0.6,,
Jiang&Rao2024,hpchai_05,2024.0,computational,6,6,0.733,0.094,0.6,0.0,0.7,0.1,0.8,0.0,1.0,0.0,0.8,0.0,,,,,,0.8,,,,0.8,,0.6,0.6,,,,,,,,,,,,,0.6,0.8,,,,,,,,,,,,,,,0.8,,,,0.8,,0.8,1.0,,,,,,,,,,,,,0.8,0.8,,,,,,,,,
Keller2012,hpchai_05,2012.0,empirical,4,4,0.7,0.1,0.8,0.2,0.0,0.0,0.9,0.1,1.0,0.0,0.0,0.0,,,,,,0.8,,,,,,0.6,1.0,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
Keller2018,hpchai_05,2018.0,theoretical,8,9,0.867,0.094,1.0,0.0,0.733,0.094,0.8,0.141,0.8,0.2,0.8,0.0,0.8,,,,,0.8,,,,,,1.0,1.0,,,,,1.0,,,,,,,0.8,0.6,,,,,0.8,,,,,,0.8,,,,,0.8,0.6,,,,,1.0,1.0,,,,,0.6,,,,,,,0.8,0.8,,,,,0.8,,,,,
Kiebel2008,hpchai_05,2008.0,computational,8,7,0.8,0.163,1.0,0.0,-0.133,0.736,0.867,0.189,1.0,0.0,0.3,0.3,,,,,,0.8,,,,1.0,,0.6,1.0,,,,,,,,,1.0,,,,0.8,,,,,-1.0,,,-0.2,,,,,,,,0.6,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,0.6,,,,,,0.0,,,,
LaoRodriguez2023,hpchai_05,2023.0,empirical,9,2,0.08,0.614,0.8,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.6,0.0,,,-0.6,-0.2,-0.4,0.6,,,,,,1.0,0.8,,,,,,,,,,,0.8,,,,,,,,0.8,,,,0.8,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,0.6,,,,,,,,,
LeeMejias2025,hpchai_05,2025.0,computational,15,14,0.511,0.463,0.65,0.087,0.5,0.3,0.444,0.469,0.75,0.087,0.8,0.0,0.8,0.8,0.6,-0.6,,0.8,,0.6,0.8,,0.0,0.8,0.8,,,,,0.6,0.6,,,,0.6,,0.8,,,,,,,0.2,,,,,0.8,0.8,0.6,-0.6,,0.6,,0.6,0.6,-0.2,,0.8,0.8,,,,,0.8,0.8,,,,0.6,,0.8,,,,,,,,,,,
Mikulasch2023,hpchai_05,2023.0,theoretical,11,11,0.7,0.153,-0.35,0.669,0.8,0.0,0.7,0.153,-0.4,0.693,0.6,0.0,0.6,0.8,0.6,,,1.0,,,0.6,,,0.6,-0.8,,,,-0.8,0.8,,,,,-0.6,,0.8,,,,,,,,,,,,1.0,0.8,0.6,,,0.6,,,0.6,,,0.6,-0.8,,,,-0.8,0.8,,,,,-0.8,,0.6,,,,,,,,,,,
Nejad2025,hpchai_05,2025.0,computational,7,8,0.733,0.094,0.667,0.094,0.8,0.0,0.7,0.1,0.8,0.141,0.5,0.3,,,,,,0.8,,,,,0.6,0.8,0.8,,,,,0.6,,,,,0.6,,0.8,,,,,,,,,,,,,,,,,0.6,,,,,,0.8,0.8,,,,,0.8,1.0,,,,0.6,,0.8,,,,,,,0.2,,,,
Payeur2021,hpchai_05,2021.0,computational,2,2,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rao&Ballard1999,hpchai_05,1999.0,computational,7,8,1.0,0.0,0.867,0.189,0.8,0.163,1.0,0.0,0.867,0.189,0.65,0.497,,,,,,1.0,,,,,,,0.6,,,,,1.0,,,,,1.0,,0.6,1.0,0.8,,,,,,,,,,,,,,,1.0,,,,,,,0.6,,,,,1.0,,,,,1.0,,1.0,1.0,0.8,,,,,,,,,-0.2
Rao2024,hpchai_05,2024.0,theoretical,8,8,0.6,0.0,0.8,0.0,0.6,0.42,0.8,0.0,0.6,0.283,0.8,0.2,,,,,,0.6,,,,,,,0.8,,,,,,,,,,0.8,,1.0,0.6,0.8,,,,0.8,,,-0.2,,,,,,,,0.8,,,,,,,0.8,,,,,,,0.2,,,0.8,,1.0,1.0,0.6,,,,0.6,,,,,
Sacramento2018,hpchai_05,2018.0,computational,10,8,0.7,0.1,0.44,0.388,0.8,0.163,0.9,0.1,0.36,0.571,0.8,0.0,0.6,,,,,0.8,,,,,,,0.8,,,,-0.2,0.8,,0.2,,,0.6,,0.8,,,,,,,,,,1.0,0.6,1.0,,,,,0.8,,,,,,,0.8,,,,,0.8,,,,-0.6,0.8,0.0,0.8,,,,,,,,,,,
Spratling2008,hpchai_05,2008.0,computational,7,7,0.8,0.163,0.8,0.2,0.2,0.4,0.7,0.1,0.333,0.68,0.8,0.2,,,,,0.6,1.0,,,,0.8,,,1.0,,,,,,,,,,0.6,,,0.6,,,,,-0.2,,,,,,,,,,,0.6,,,,0.8,,,1.0,,,-0.6,,,,,,,0.6,,1.0,0.6,,,,,,,,,,
Spratling2010,hpchai_05,2010.0,computational,4,7,0.4,0.2,0.9,0.1,0.0,0.0,0.76,0.196,0.7,0.1,0.0,0.0,,,,,,0.6,,,,,,0.2,1.0,,,,,,,,,,0.8,,,,,,,,,,,,,,0.6,,1.0,,,1.0,0.6,,0.6,,,,0.6,,,,,,,,,,0.8,,,,,,,,,,,,,
Srinivasan1982,hpchai_05,1982.0,theoretical,7,2,0.867,0.094,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.8,,,,,0.8,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,0.0,,,,,-1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VanDerveer2021,hpchai_05,2021.0,empirical,6,0,0.32,0.449,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.4,,0.6,,0.0,,0.8,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wacongne2011,hpchai_05,2011.0,empirical,6,5,0.4,0.712,1.0,0.0,0.8,0.0,0.7,0.1,0.6,0.0,0.7,0.1,,,,-0.6,,0.8,,,,,,1.0,1.0,,,,,,,,,,,,,,0.8,,,0.8,,,,,,,,,,,,0.8,,,,,,0.6,,,,,,,,0.6,,,,,,,0.6,,,0.8,,,,,,
Wacongne2012,hpchai_05,2012.0,computational,13,11,0.3,0.922,0.8,0.126,0.9,0.1,0.68,0.371,0.8,0.126,0.8,0.0,1.0,,0.8,-1.0,-1.0,1.0,,,,,,1.0,0.6,0.8,1.0,,,0.8,0.8,,,,,,0.8,,,,,,,,,1.0,,,1.0,,0.8,,0.0,1.0,,,,,,0.6,1.0,0.8,0.6,,,0.8,0.8,,,,,,0.8,,,,,,,,,,,
Westerberg&Xiong2025,hpchai_05,2025.0,empirical,12,10,-0.45,0.74,1.0,0.0,0.4,0.447,-0.867,0.189,-0.9,0.173,-0.2,0.864,-1.0,-1.0,,0.8,,-0.6,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,,0.6,0.2,,-0.2,,-0.6,-1.0,,,,-1.0,,,,,,,-0.6,,,,,-1.0,,-1.0,,,-1.0,,,,-1.0,,,-0.6,,1.0,,,,
Yamins2014,hpchai_05,2014.0,computational,1,1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
