relative_path,file_name,artifact_role,row_count,column_count,sha256_hash,verification_timestamp
content/tables/experts/human_ai/hpchai_all_hpca_scores.csv,hpchai_all_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,186,90,16f4824acde4a9616fc0aa5c14bf3f8e6d694310aaf3544912c861f7f3b83208,2026-08-25T14:49:00-05:00
content/tables/experts/human_ai/raw_passes/hpchai_01.csv,hpchai_01.csv,RAW_HUMAN_OR_API_INPUT,31,90,461ae5d94929931183e53b7736238633c70ecb297fcff485ce845ebc58e0e2e0,2026-08-25T14:49:00-05:00
content/tables/experts/human_ai/raw_passes/hpchai_02.csv,hpchai_02.csv,RAW_HUMAN_OR_API_INPUT,31,90,17dc651b6e3cd7e93650a10ebddd467cdf9cf1cfa1ee826e5fab0ae6208335ba,2026-08-25T14:49:00-05:00
content/tables/experts/human_ai/raw_passes/hpchai_03.csv,hpchai_03.csv,RAW_HUMAN_OR_API_INPUT,31,90,0e582dfff1e6e728dc6bbcbeef4145671b5f85c5cc9082d48154f9efa40c2a64,2026-08-25T14:49:00-05:00
content/tables/experts/human_ai/raw_passes/hpchai_04.csv,hpchai_04.csv,RAW_HUMAN_OR_API_INPUT,31,90,c4f68d4023f72154860592e6471745726e8896cab37a58af0f1f246645769367,2026-08-25T14:49:00-05:00
content/tables/experts/human_ai/raw_passes/hpchai_05.csv,hpchai_05.csv,RAW_HUMAN_OR_API_INPUT,31,90,96338a591c8d6d3d538676311c1850b7f51b767cbfde278649b76a45c52169f0,2026-08-25T14:49:00-05:00
content/tables/experts/human_ai/raw_passes/hpchai_06.csv,hpchai_06.csv,RAW_HUMAN_OR_API_INPUT,31,90,eccbb4b749e3688b463f2c348c84be3f030dfeec3605eb771b058a7b8b779a7c,2026-08-25T14:49:00-05:00
content/tables/experts/human_ai/raw_passes/hpchai_07.csv,hpchai_07.csv,RAW_HUMAN_OR_API_INPUT,31,90,51f3a4abd302481e352ef05e0075911652b065143ea4c814d644cf8dbe731a43,2026-08-25T14:49:00-05:00
content/tables/experts/human_ai/raw_passes/hpchai_08.csv,hpchai_08.csv,RAW_HUMAN_OR_API_INPUT,31,90,3023fbae05fda7085a97db2236eea4699bf12cf3dc2a71ccf4e24907c08839f6,2026-08-25T14:49:00-05:00
content/tables/experts/human_ai/raw_passes/hpchai_all.csv,hpchai_all.csv,RAW_HUMAN_OR_API_INPUT,62,90,3a3f299cab5a94713526cdbf8afd0726e4b1458d0129036279bf5b1cb7f3ce92,2026-08-25T14:49:00-05:00
content/tables/experts/human_ai/raw_passes/hpchai_gpt_oss_120b_all.csv,hpchai_gpt_oss_120b_all.csv,RAW_HUMAN_OR_API_INPUT,186,90,5f1c61d75ee37cead2fd5d45a868839469f9fd090d35b08f0cb9da4e5a92c13f,2026-08-25T14:49:00-05:00
content/tables/experts/human_ai/revgss_x_hpca_scores.csv,revgss_x_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,31,90,363b28ab8fa8a1543001b2210cfbbba2c7820f59180824c3be9a30bdcaba050a,2026-08-25T14:49:00-05:00
content/tables/experts/raw/hpch_01_raw.csv,hpch_01_raw.csv,RAW_HUMAN_OR_API_INPUT,31,90,bdb2d0a7196e14cc9fdcede23403ce4d8efe6313c612464fc026015d4134d3a6,2026-08-25T14:49:00-05:00
content/tables/experts/raw/hpch_02_acm_raw.csv,hpch_02_acm_raw.csv,RAW_HUMAN_OR_API_INPUT,31,90,9c56cb85b2f7a1a6942dc7012bed41ea3eabbc656885ddb4923a4ce39087dca1,2026-08-25T14:49:00-05:00
content/tables/experts/raw/hpch_0z_raw.csv,hpch_0z_raw.csv,RAW_HUMAN_OR_API_INPUT,31,90,134bbfac030408949dccb938ea4714dd208081b5b348e125f8fe72225922c52f,2026-08-25T14:49:00-05:00
content/tables/factor_level_disagreement_map.csv,factor_level_disagreement_map.csv,DERIVED_ANALYTICAL_OUTPUT,27,9,846a53e91e2b99774721c98c8921ec7a14da898010634b9dd20f9833a92518f5,2026-08-25T14:49:00-05:00
content/tables/figure4_null_distributions.csv,figure4_null_distributions.csv,DERIVED_ANALYTICAL_OUTPUT,3,11,b9209d5c85a7df1e813fc590996b0e775d0f38278a9a718f2ff3a8ede704d08a,2026-08-25T14:49:00-05:00
content/tables/figure_data_contracts.csv,figure_data_contracts.csv,FIGURE_DATA_CONTRACT,5,8,c023941317c80e157ffd3ff5e85341285938415b465c2255cad25df0036410e0,2026-08-25T14:49:00-05:00
content/tables/figure_description_grading_form.csv,figure_description_grading_form.csv,DERIVED_ANALYTICAL_OUTPUT,10,11,918ddcd72ce430744f4e488f94a603a403b9477cd81dd6a21beeae35ee6ce843,2026-08-25T14:49:00-05:00
content/tables/figure_style_contract.csv,figure_style_contract.csv,DERIVED_ANALYTICAL_OUTPUT,9,7,99edac6cae7fd84fb2609e557578a478bc60b36616c146da96fde26a51304812,2026-08-25T14:49:00-05:00
content/tables/hpc36_unified_evaluations_master.csv,hpc36_unified_evaluations_master.csv,DERIVED_ANALYTICAL_OUTPUT,616,92,6e73bc8a3a546481454a74209a7c6b33bae90aca200e43feeeeae6b0e79df4cd,2026-08-25T14:49:00-05:00
content/tables/human_consensus_h12_hpca_scores.csv,human_consensus_h12_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,31,88,0a1b0733a3c65d1c74b1bc82ebaaa6d0a02a6640e911f6a3181d5ba78a703531,2026-08-25T14:49:00-05:00
content/tables/human_consensus_scores.csv,human_consensus_scores.csv,DERIVED_ANALYTICAL_OUTPUT,31,90,d197670477bef093d50d11391f8823b03587cdb0930125b2b3362eb3772936f2,2026-08-25T14:49:00-05:00
content/tables/human_council_disagreements.csv,human_council_disagreements.csv,DERIVED_ANALYTICAL_OUTPUT,856,8,89b80406b1f917efb4ba6b9ce588761af6fcee6b15d1183d1f450942caaea0f6,2026-08-25T14:49:00-05:00
content/tables/human_evaluator_influence.csv,human_evaluator_influence.csv,DERIVED_ANALYTICAL_OUTPUT,6,10,d6b5fdad58bdfca6af23ee5b08c261a3534cf83280e04e3d80227a163c8c07de,2026-08-25T14:49:00-05:00
content/tables/human_rater_counts.csv,human_rater_counts.csv,DERIVED_ANALYTICAL_OUTPUT,31,73,536856833b10a7ca53ce101b3206c6b5735360db2d33f94638fa6f918ae1a87c,2026-08-25T14:49:00-05:00
content/tables/master_dataset_registry.csv,master_dataset_registry.csv,REGISTRY_OR_GOVERNANCE_LEDGER,10,9,bf262c363613a84b931623fcb90690f9c730223d5473ba0c1d83d6324b49f90f,2026-08-25T14:49:00-05:00
content/tables/original_council/aggregated_scores_baseline.csv,aggregated_scores_baseline.csv,DERIVED_ANALYTICAL_OUTPUT,31,90,9e5dc4f4f6186b10d9a91b6b464d2a834c92d124bd165ec06aac53947e73454d,2026-08-25T14:49:00-05:00
content/tables/original_council/deepseek_r1_distill_llama_70b_hpca_scores.csv,deepseek_r1_distill_llama_70b_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,31,90,6d3be58cb1f4b0ae709d4bcbf3c9ad09e30da92327aa59abd156cb9030472a9f,2026-08-25T14:49:00-05:00
content/tables/original_council/gemma_3_27b_hpca_scores.csv,gemma_3_27b_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,31,90,3d6614d5679243f6883f301d11a8e4127116136bfa26f9bda5c175dc28acf837,2026-08-25T14:49:00-05:00
content/tables/original_council/gemma_4_31b_hpca_scores.csv,gemma_4_31b_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,30,90,284f7833df572d9d230ba0bb3ac03b7de8fcd1281563ba1a774d9aa91ec45a4c,2026-08-25T14:49:00-05:00
content/tables/original_council/gpt_oss_claude_4_5_sonnet_hpca_scores.csv,gpt_oss_claude_4_5_sonnet_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,30,90,8d241dd3961a226416f404bc9a4346e862d715847234035bda976a309f1095f8,2026-08-25T14:49:00-05:00
content/tables/original_council/gpt_oss_safeguard_120b_hpca_scores.csv,gpt_oss_safeguard_120b_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,30,90,4f249b89a05a336ac66cdfbd978ad2e4dace222d7db0bef840fc57cf45c1214d,2026-08-25T14:49:00-05:00
content/tables/original_council/hpc_table_original_council.csv,hpc_table_original_council.csv,DERIVED_ANALYTICAL_OUTPUT,304,90,8c5ee30bfa9e1a7896bca1f4d346d4b151d568091555d33df271150861a6a52b,2026-08-25T14:49:00-05:00
content/tables/original_council/mistral_nemo_12b_thinking_hpca_scores.csv,mistral_nemo_12b_thinking_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,30,90,8e78ac77fa2f3e14d311234174fa023f18589c200c8d5977a3cf50567491a8e9,2026-08-25T14:49:00-05:00
content/tables/original_council/olmo_3_32b_think_hpca_scores.csv,olmo_3_32b_think_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,30,90,897277e7b818feaa232390e527f1383cc1ca5dc804fcc7a7a9feb3827ba2cf02,2026-08-25T14:49:00-05:00
content/tables/original_council/phi_4_reasoning_plus_hpca_scores.csv,phi_4_reasoning_plus_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,31,90,a929e99682c1e885546077a54260b11fdda4cb38e5dfbd277a6d36a9dc875e04,2026-08-25T14:49:00-05:00
content/tables/original_council/qwen3_14b_gemini_3_pro_hpca_scores.csv,qwen3_14b_gemini_3_pro_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,31,90,581f546aa1947333efcd93c908446fcdd1989f191579cabcdf7da8246c86e888,2026-08-25T14:49:00-05:00
content/tables/original_council/qwen3_5_40b_claude_4_5_opus_hpca_scores.csv,qwen3_5_40b_claude_4_5_opus_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,30,90,16362a66f3887f76ec7a21eaa3b62c83ce3a75ffd2462f68aade865014b9e4f0,2026-08-25T14:49:00-05:00
content/tables/paper_level_disagreement_map.csv,paper_level_disagreement_map.csv,DERIVED_ANALYTICAL_OUTPUT,31,5,630ef720d5de7c88e6123297afff4b3bd3d83e7c96cded8caacd8d0dfa5b7381,2026-08-25T14:49:00-05:00
content/tables/priority_a_passage_audit_packet.csv,priority_a_passage_audit_packet.csv,DERIVED_ANALYTICAL_OUTPUT,27,14,5a6df3aaa5bbaa0b496bb5d6d961d4a96f0db1f15812857e09f1fb269aad4e6d,2026-08-25T14:49:00-05:00
content/tables/provenance_reconciliation_ledger.csv,provenance_reconciliation_ledger.csv,REGISTRY_OR_GOVERNANCE_LEDGER,5,6,b5d2834902998188a0648f77f2b063ce669752e078892bd3b842bf064a42d8be,2026-08-25T14:49:00-05:00
content/tables/revision_figure_template_map.csv,revision_figure_template_map.csv,FIGURE_DATA_CONTRACT,7,10,17479b4c670a330eea7ef26d45eeaf0b020b1a496959433ff29af7965dc4fee5,2026-08-25T14:49:00-05:00
content/tables/revision_results_manifest.csv,revision_results_manifest.csv,REGISTRY_OR_GOVERNANCE_LEDGER,15,11,9fddb8e3c5fc5a0e29bbaba4fb0aac275e901c3a325f74f58575b6794c17d7b3,2026-08-25T14:49:00-05:00
content/tables/revision_statistical_claims.csv,revision_statistical_claims.csv,REGISTRY_OR_GOVERNANCE_LEDGER,10,10,7c5472970d863a4d3e6775d75fec0bc33e210ef18080c0781cfbeb12b3888a68,2026-08-25T14:49:00-05:00
content/tables/robustness_202608/calls_ledger_837.csv,calls_ledger_837.csv,REGISTRY_OR_GOVERNANCE_LEDGER,837,20,b927abad0e751910ac22752b7a82ddd0a023738c3acd5da0ae7c75fa38bc5ece,2026-08-25T14:49:00-05:00
content/tables/robustness_202608/gemma4_31b_it_hpca_scores.csv,gemma4_31b_it_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,31,90,6a2c85a72ec79702df179fad3cbac002dad1a2a7951b73967408ab0976811925,2026-08-25T14:49:00-05:00
content/tables/robustness_202608/gemma4_conditions/gemma4_31b_it_t000_r01_hpca_scores.csv,gemma4_31b_it_t000_r01_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,31,90,b351d5e026d0b7912ce0a36bff00144626ab7507f9c23d6a9107a468a9a6bc32,2026-08-25T14:49:00-05:00
content/tables/robustness_202608/gemma4_conditions/gemma4_31b_it_t000_r02_hpca_scores.csv,gemma4_31b_it_t000_r02_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,31,90,25f3f2401101917d167c93bbb10e8bcb4250ba66b21af9cc34bdef15d8741007,2026-08-25T14:49:00-05:00
content/tables/robustness_202608/gemma4_conditions/gemma4_31b_it_t000_r03_hpca_scores.csv,gemma4_31b_it_t000_r03_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,31,90,93c6234bf7bc04e68d8203f226b284b3c827bd97e4e504bbdb3878ce730b3c70,2026-08-25T14:49:00-05:00
content/tables/robustness_202608/gemma4_conditions/gemma4_31b_it_t035_r01_hpca_scores.csv,gemma4_31b_it_t035_r01_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,31,90,bae2794912691b3e29c599e40c8b4b11652a7ac7b2a75f05941662a28fefae78,2026-08-25T14:49:00-05:00
content/tables/robustness_202608/gemma4_conditions/gemma4_31b_it_t035_r02_hpca_scores.csv,gemma4_31b_it_t035_r02_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,31,90,79185000becd9e670785eccd393d3796dd77682aec012cdcc3824d4b5eb4413f,2026-08-25T14:49:00-05:00
content/tables/robustness_202608/gemma4_conditions/gemma4_31b_it_t035_r03_hpca_scores.csv,gemma4_31b_it_t035_r03_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,31,90,2940482bbd5dfe5ab9776c072801f1dc130650757a3a3d9d02cb583c4e0320dd,2026-08-25T14:49:00-05:00
content/tables/robustness_202608/gemma4_conditions/gemma4_31b_it_t070_r01_hpca_scores.csv,gemma4_31b_it_t070_r01_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,31,90,5f3f997e34578ea4b8a7c444adcc7572e4c4a573e3a6841d9e6dfcbec5365f5e,2026-08-25T14:49:00-05:00
content/tables/robustness_202608/gemma4_conditions/gemma4_31b_it_t070_r02_hpca_scores.csv,gemma4_31b_it_t070_r02_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,31,90,d283abf9335a807d2c8126aa3a49aa3cc7f60e3771f92f62a7a785dd12b7875f,2026-08-25T14:49:00-05:00
content/tables/robustness_202608/gemma4_conditions/gemma4_31b_it_t070_r03_hpca_scores.csv,gemma4_31b_it_t070_r03_hpca_scores.csv,DERIVED_ANALYTICAL_OUTPUT,31,90,aee362518b50e2a259e432bb2c2f72335a582679b49f868b93fcd687bb9cfb41,2026-08-25T14:49:00-05:00
content/tables/robustness_202608/scores_31x3x3x3_primary.csv,scores_31x3x3x3_primary.csv,DERIVED_ANALYTICAL_OUTPUT,31536,12,84b882a567253d75a9fdeb3d5c2c9d185533e68857bb286ed6a57ad50229d147,2026-08-25T14:49:00-05:00
content/tables/robustness_202608/scores_analysis_provenance.csv,scores_analysis_provenance.csv,DERIVED_ANALYTICAL_OUTPUT,35170,17,2a3b70917dcd60ef66bd3e826d6fe67202604a1ee27cb8d47c1d62380455ca49,2026-08-25T14:49:00-05:00
content/tables/schema_figure_ablation_summary.csv,schema_figure_ablation_summary.csv,REGISTRY_OR_GOVERNANCE_LEDGER,6,3,aacb81f8b8279740de08d2f668a55bd23efcbcde371f596070a6e09f3e24d716,2026-08-25T14:49:00-05:00
content/tables/schema_figure_grading_summary.csv,schema_figure_grading_summary.csv,REGISTRY_OR_GOVERNANCE_LEDGER,6,3,95212d5e54492f61e464abf9074ee698ddd3b3a8f9c458b64563dbea6db49ff2,2026-08-25T14:49:00-05:00
content/tables/schema_passage_audit_summary.csv,schema_passage_audit_summary.csv,REGISTRY_OR_GOVERNANCE_LEDGER,5,3,19594124a00ee840b070d7847f4ac4006ec44231fdbc8013837284cd5b741794,2026-08-25T14:49:00-05:00
content/tables/source_passage_audit_sheet.csv,source_passage_audit_sheet.csv,DERIVED_ANALYTICAL_OUTPUT,856,15,5b98776ae071afca6a46148e6eb937aee8526033aafc33a774cb45fb56cd5284,2026-08-25T14:49:00-05:00
content/tables/source_passage_prioritized_audit.csv,source_passage_prioritized_audit.csv,DERIVED_ANALYTICAL_OUTPUT,175,9,5b0851b5fef6c1b236d0c484a1a51ec184ab9f15854d06e7a492661944a2a0c8,2026-08-25T14:49:00-05:00
content/tables/supplement_claims_ledger.csv,supplement_claims_ledger.csv,REGISTRY_OR_GOVERNANCE_LEDGER,10,8,7797d3dc0479cb90f06327412a75fbe58125f1294932be7b2825591806824598,2026-08-25T14:49:00-05:00
content/tables/supplement_corpus_registry.csv,supplement_corpus_registry.csv,REGISTRY_OR_GOVERNANCE_LEDGER,31,11,2d3e966b9c1653e367f78c64473911a2d5d9006c33e6c373d1d39cecc75d3016,2026-08-25T14:49:00-05:00
content/tables/supplement_decoding_robustness.csv,supplement_decoding_robustness.csv,DERIVED_ANALYTICAL_OUTPUT,7,9,60070a47f5524f50fafa18bdd25cfc3f597a2948d50bb63806a344a21c2526e1,2026-08-25T14:49:00-05:00
content/tables/supplement_human_council_agreement.csv,supplement_human_council_agreement.csv,DERIVED_ANALYTICAL_OUTPUT,1,9,25e1f6028eb332a635537d21ec51596f0037b4edaa852686a64d060063fcb965,2026-08-25T14:49:00-05:00
content/tables/supplement_human_coverage.csv,supplement_human_coverage.csv,DERIVED_ANALYTICAL_OUTPUT,1,7,9887b4a433a2b292c2c1409ba9e4a4842695c198649c13322fc425598b95a532,2026-08-25T14:49:00-05:00
content/tables/supplement_human_human_agreement.csv,supplement_human_human_agreement.csv,DERIVED_ANALYTICAL_OUTPUT,1,10,d5f1314628991965b52ea8086ddc8a49a852dcf541992751029553407992c694,2026-08-25T14:49:00-05:00
content/tables/supplement_leave_one_out.csv,supplement_leave_one_out.csv,DERIVED_ANALYTICAL_OUTPUT,9,6,94de8b30f4fe8edb30381aa95a051fdea67388c98d8656f1965aa056f36fa0b0,2026-08-25T14:49:00-05:00
content/tables/supplement_westerberg_sensitivity.csv,supplement_westerberg_sensitivity.csv,DERIVED_ANALYTICAL_OUTPUT,3,11,2af8223f5e4f92e39eba6ebefb5019139c9ebc4527e7dfadea835c826a059686,2026-08-25T14:49:00-05:00
