study_name,agent_,year_,type_,LO-count,GO-count,LO-H1-avg,LO-H1-std,LO-H2-avg,LO-H2-std,LO-H3-avg,LO-H3-std,GO-H1-avg,GO-H1-std,GO-H2-avg,GO-H2-std,GO-H3-avg,GO-H3-std,LO-F01,LO-F02,LO-F03,LO-F04,LO-F05,LO-F06,LO-F07,LO-F08,LO-F09,LO-F10,LO-F11,LO-F12,LO-F13,LO-F14,LO-F15,LO-F16,LO-F17,LO-F18,LO-F19,LO-F20,LO-F21,LO-F22,LO-F23,LO-F24,LO-F25,LO-F26,LO-F27,LO-F28,LO-F29,LO-F30,LO-F31,LO-F32,LO-F33,LO-F34,LO-F35,LO-F36,GO-F01,GO-F02,GO-F03,GO-F04,GO-F05,GO-F06,GO-F07,GO-F08,GO-F09,GO-F10,GO-F11,GO-F12,GO-F13,GO-F14,GO-F15,GO-F16,GO-F17,GO-F18,GO-F19,GO-F20,GO-F21,GO-F22,GO-F23,GO-F24,GO-F25,GO-F26,GO-F27,GO-F28,GO-F29,GO-F30,GO-F31,GO-F32,GO-F33,GO-F34,GO-F35,GO-F36
Hertag2020,revgss_x,2020.0,computational,7,2,0.825,0.083,0.833,0.047,0.0,0.0,0.5,0.0,0.7,0.0,0.0,0.0,0.8,,0.9,,,0.7,,,,,,0.9,0.9,,,,,0.8,,,,,0.8,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,
Jiang&Rao2024,revgss_x,2024.0,computational,5,2,0.733,0.125,0.85,0.05,0.0,0.0,0.5,0.0,0.7,0.0,0.0,0.0,,,,,,0.7,,,,0.6,,0.9,0.9,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.7,,,,,,,,,,,,,,,,,,,,,,,
Keller2012,revgss_x,2012.0,empirical,5,1,0.8,0.1,0.833,0.047,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,,,,,,0.7,,,,,,0.9,0.9,,,,,0.8,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,
Keller2018,revgss_x,2018.0,theoretical,8,5,0.75,0.112,0.833,0.047,0.9,0.0,0.533,0.047,0.7,0.0,0.9,0.0,0.8,,,,,0.7,,,,0.6,,0.9,0.9,,,,,0.8,,,,,0.8,,0.9,,,,,,,,,,,,0.5,,,,,,0.6,,,0.5,,,0.7,,,,,,,,,,,,0.9,,,,,,,,,,,
Kiebel2008,revgss_x,2008.0,computational,5,3,0.733,0.125,0.85,0.05,0.0,0.0,0.5,0.0,0.75,0.05,0.0,0.0,,,,,,0.7,,,,0.6,,0.9,0.9,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.7,,,,,,,,,0.8,,,,,,,,,,,,,,
LaoRodriguez2023,revgss_x,2023.0,empirical,4,2,0.833,0.094,0.9,0.0,0.0,0.0,0.0,0.0,0.65,0.05,0.0,0.0,,,0.9,,,0.7,,,,,,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,0.6,,,,,,,,,,,,,,,,,,,,
LeeMejias2025,revgss_x,2025.0,computational,5,5,0.2,0.432,-0.2,0.0,1.0,0.0,0.733,0.249,0.2,0.2,0.0,0.0,,0.0,,-0.2,,0.8,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,0.8,0.4,,,0.0,,,,,,,,,,0.4,,,,,,,,,,,,,
Mikulasch2023,revgss_x,2023.0,theoretical,3,6,0.467,0.499,0.0,0.0,0.0,0.0,0.533,0.525,0.9,0.1,0.8,0.0,0.6,1.0,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,-0.2,,,1.0,,,,0.8,,,,,,,,,,1.0,,0.8,,,,,,,,,,,
Nejad2025,revgss_x,2025.0,computational,3,4,0.6,0.0,1.0,0.0,0.0,0.0,-0.1,0.1,0.0,0.0,0.1,0.3,,,,,,,,,,,,0.6,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,-0.2,,,,,,,,,,,,,,,-0.2,,,,,,,0.4,,,,
Payeur2021,revgss_x,2021.0,computational,2,1,0.6,0.0,-0.2,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,,,0.6,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rao&Ballard1999,revgss_x,1999.0,computational,4,5,1.0,0.0,1.0,0.0,-0.1,0.1,0.0,0.0,0.7,0.1,0.733,0.249,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,-0.2,0.0,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,0.8,,1.0,0.8,0.4,,,,,,,,,
Rao2024,revgss_x,2024.0,theoretical,6,2,0.75,0.05,0.833,0.047,0.9,0.0,0.0,0.0,0.7,0.0,0.9,0.0,0.8,,,,,0.7,,,,,,,0.9,,,,,0.8,,,,,0.8,,0.9,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,0.9,,,,,,,,,,,
Sacramento2018,revgss_x,2018.0,computational,3,3,0.6,0.2,-0.2,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.6,0.0,0.4,,,,,,,,,,0.8,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,1.0,,,,,,,0.6,,,,,,,,,,,
Spratling2008,revgss_x,2008.0,computational,2,0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spratling2010,revgss_x,2010.0,computational,6,8,0.0,0.572,-0.15,0.35,-0.3,0.0,-0.02,0.598,0.5,0.4,0.6,0.0,,0.8,,,,-0.3,,,,,,-0.5,-0.5,,,,,,,,,,0.2,,,,,,-0.3,,,,,,,,-0.2,,-0.3,,,0.6,-0.9,,0.7,,,,0.1,,,,,,,,,,0.9,,,0.6,,,,,,,,,,
Srinivasan1982,revgss_x,1982.0,theoretical,10,2,0.38,0.279,-0.067,0.613,-0.25,0.55,0.55,0.25,0.0,0.0,0.0,0.0,0.3,,0.7,0.7,,0.2,,,,0.0,,,-0.8,,,,,,,0.7,,,-0.1,,,,,,,-0.8,,,,,,0.3,,,,,0.3,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VanDerveer2021,revgss_x,2021.0,empirical,7,5,-0.033,0.537,0.0,0.0,-1.0,0.0,-0.075,0.614,0.9,0.0,0.0,0.0,0.6,0.2,-0.3,-0.5,,0.6,,-0.8,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,0.2,,-0.7,,,-0.6,,0.8,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,
Wacongne2011,revgss_x,2011.0,empirical,8,7,-0.2,0.235,0.65,0.05,0.35,0.15,-0.4,0.6,0.067,0.579,-0.65,0.25,,,,-0.3,0.2,-0.3,,,,,,-0.4,0.7,,,,,,,,0.6,,,,,,0.5,,,0.2,,,,,,,,,,,,-1.0,,,,,,0.2,0.7,,,,,,,-0.7,0.2,,,,,,-0.9,,,-0.4,,,,,,
Wacongne2012,revgss_x,2012.0,computational,15,14,0.383,0.488,-0.317,0.552,-0.467,0.262,0.033,0.573,0.417,0.534,0.0,0.8,0.4,,-0.6,0.8,0.9,0.5,,,,,,0.3,0.6,0.2,-0.9,,,-0.4,-0.5,,,,-0.9,,-0.6,,,,,,-0.1,,,-0.7,,,0.2,,0.9,,-0.9,-0.4,,0.4,,,,0.0,-0.7,0.8,0.3,,,0.9,0.6,,,,0.6,,-0.8,,,0.8,,,,,,,,
Westerberg&Xiong2025,revgss_x,2025.0,empirical,19,16,-0.24,0.508,-0.317,0.527,-0.012,0.443,0.275,0.249,-0.367,0.427,-0.183,0.53,0.0,0.6,-0.5,-0.4,,-0.9,,,,,,,-0.4,,,,,-0.1,,0.7,-0.9,-0.8,-0.4,,0.8,0.5,-0.5,,0.1,-0.1,,-0.6,-0.1,,-0.2,,0.2,0.5,-0.1,,,0.5,,,,,,,-0.1,,,,,0.4,,-0.3,-0.6,-0.8,-0.8,,-0.9,-0.2,-0.8,,0.2,0.6,,0.0,,,,
Yamins2014,revgss_x,2014.0,computational,6,6,0.3,0.2,-0.7,0.0,0.333,0.249,-0.3,0.0,0.333,0.309,0.5,0.5,0.1,,,,,0.5,,,,,,,-0.7,,,,,,,,,,,,0.4,,,,,,,0.6,,,,0.0,-0.3,,,,,,,,,,,,-0.1,,0.6,,,,,,0.5,,,,1.0,,,,,,,0.0,,,,
