study_name,agent_,year_,type_,LO-count,GO-count,LO-H1-avg,LO-H1-std,LO-H2-avg,LO-H2-std,LO-H3-avg,LO-H3-std,GO-H1-avg,GO-H1-std,GO-H2-avg,GO-H2-std,GO-H3-avg,GO-H3-std,LO-F01,LO-F02,LO-F03,LO-F04,LO-F05,LO-F06,LO-F07,LO-F08,LO-F09,LO-F10,LO-F11,LO-F12,LO-F13,LO-F14,LO-F15,LO-F16,LO-F17,LO-F18,LO-F19,LO-F20,LO-F21,LO-F22,LO-F23,LO-F24,LO-F25,LO-F26,LO-F27,LO-F28,LO-F29,LO-F30,LO-F31,LO-F32,LO-F33,LO-F34,LO-F35,LO-F36,GO-F01,GO-F02,GO-F03,GO-F04,GO-F05,GO-F06,GO-F07,GO-F08,GO-F09,GO-F10,GO-F11,GO-F12,GO-F13,GO-F14,GO-F15,GO-F16,GO-F17,GO-F18,GO-F19,GO-F20,GO-F21,GO-F22,GO-F23,GO-F24,GO-F25,GO-F26,GO-F27,GO-F28,GO-F29,GO-F30,GO-F31,GO-F32,GO-F33,GO-F34,GO-F35,GO-F36
Keller2018,gemini3_1_pro,2018.0,theoretical,17,15,0.586,0.503,0.74,0.28,0.46,0.631,0.78,0.16,0.74,0.28,0.46,0.631,0.8,,,0.8,-0.6,0.9,,,,0.6,0.6,1.0,1.0,,,,0.8,0.9,,,,,0.8,0.2,0.8,0.7,,,,,0.8,0.8,,,,-0.8,0.8,,,,,0.9,,,,0.6,0.6,1.0,1.0,,,,0.8,0.9,,,,,0.8,0.2,0.8,0.7,,,,,0.8,0.8,,,,-0.8
Kiebel2008,gemini3_1_pro,2008.0,computational,10,10,0.9,0.082,0.9,0.1,0.733,0.094,0.9,0.082,0.9,0.1,0.733,0.094,,,,,,0.8,,,,1.0,,0.9,1.0,,,,0.8,,,,,1.0,0.8,,,0.8,,,,0.8,0.6,,,,,,,,,,,0.8,,,,1.0,,0.9,1.0,,,,0.8,,,,,1.0,0.8,,,0.8,,,,0.8,0.6,,,,,
LaoRodriguez2023,gemini3_1_pro,2023.0,empirical,8,4,0.15,0.669,0.8,0.0,0.8,0.0,1.0,0.0,0.8,0.0,0.8,0.0,,,,-0.6,-0.4,0.6,,,,,,1.0,0.8,,,,,,,,,,,0.8,,,,,,,,0.8,,,,0.8,,,,,,,,,,,,1.0,0.8,,,,,,,,,,,,,,,,,,,0.8,,,,0.8
LeeMejias2025,gemini3_1_pro,2025.0,computational,13,12,0.55,0.515,0.75,0.087,0.8,0.0,0.743,0.073,0.75,0.087,0.8,0.0,0.8,0.8,0.6,-0.8,,0.7,,0.7,0.8,,,0.8,0.8,,,,,0.8,0.8,,,,0.6,,0.8,,,,,,,,,,,,0.8,0.8,0.6,,,0.7,,0.7,0.8,,,0.8,0.8,,,,,0.8,0.8,,,,0.6,,0.8,,,,,,,,,,,
Mikulasch2023,gemini3_1_pro,2023.0,theoretical,11,11,0.633,0.075,-0.4,0.693,0.8,0.0,0.633,0.075,-0.4,0.693,0.8,0.0,0.6,0.8,0.6,,,0.6,,,0.6,,,0.6,-0.8,,,,-0.8,0.8,,,,,-0.8,,0.8,,,,,,,,,,,,0.6,0.8,0.6,,,0.6,,,0.6,,,0.6,-0.8,,,,-0.8,0.8,,,,,-0.8,,0.8,,,,,,,,,,,
Nejad2025,gemini3_1_pro,2025.0,computational,6,6,0.8,0.0,0.733,0.094,0.8,0.0,0.8,0.0,0.733,0.094,0.8,0.0,,,,,,0.8,,,,,,0.8,0.8,,,,,0.8,,,,,0.6,,0.8,,,,,,,,,,,,,,,,,0.8,,,,,,0.8,0.8,,,,,0.8,,,,,0.6,,0.8,,,,,,,,,,,
Payeur2021,gemini3_1_pro,2021.0,computational,3,3,0.5,0.1,0.0,0.0,0.8,0.0,0.5,0.1,0.0,0.0,0.8,0.0,0.6,,0.4,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,0.6,,0.4,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,
Rao&Ballard1999,gemini3_1_pro,1999.0,computational,10,7,1.0,0.0,1.0,0.0,0.933,0.094,1.0,0.0,1.0,0.0,0.933,0.094,1.0,,,,,1.0,,,,1.0,,,1.0,,,,1.0,1.0,,,,,1.0,,1.0,1.0,0.8,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,0.8,,,,,,,,,
Rao2024,gemini3_1_pro,2024.0,theoretical,11,7,0.8,0.0,0.925,0.083,0.94,0.08,0.8,0.0,0.8,0.0,0.9,0.1,0.8,,,,,0.8,,,,,,,0.9,,,,1.0,1.0,,,,,0.8,,1.0,1.0,0.8,,,1.0,0.9,,,,,,,,,,,0.8,,,,,,,0.8,,,,,,,,,,0.8,,1.0,1.0,0.8,,,,0.8,,,,,
Sacramento2018,gemini3_1_pro,2018.0,computational,7,6,0.9,0.1,0.125,0.746,0.8,0.0,0.9,0.1,0.8,0.0,0.8,0.0,1.0,,,,,0.8,,,,,,,-0.1,,,,-1.0,0.8,,,,,0.8,,0.8,,,,,,,,,,,,1.0,,,,,0.8,,,,,,,0.8,,,,,0.8,,,,,0.8,,0.8,,,,,,,,,,,
Spratling2008,gemini3_1_pro,2008.0,computational,8,5,0.95,0.087,0.933,0.094,0.8,0.0,0.9,0.1,0.9,0.1,0.8,0.0,1.0,1.0,,,,1.0,,,,0.8,,,1.0,,,,1.0,,,,,,0.8,,,0.8,,,,,,,,,,,,,,,,1.0,,,,0.8,,,1.0,,,,,,,,,,0.8,,,0.8,,,,,,,,,,
Spratling2010,gemini3_1_pro,2010.0,computational,4,3,1.0,0.0,0.9,0.1,0.0,0.0,1.0,0.0,0.9,0.1,0.0,0.0,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.8,,,,,,,,,,,,,
Srinivasan1982,gemini3_1_pro,1982.0,theoretical,6,0,0.85,0.087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,,0.8,,,0.8,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VanDerveer2021,gemini3_1_pro,2021.0,empirical,7,4,0.467,0.394,0.0,0.0,0.8,0.0,0.65,0.087,0.0,0.0,0.0,0.0,0.6,-0.4,0.6,0.6,,0.6,,0.8,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,0.6,,0.6,,,0.6,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wacongne2011,gemini3_1_pro,2011.0,empirical,8,6,0.0,0.906,0.9,0.1,0.8,0.0,0.9,0.1,0.9,0.1,0.8,0.0,,,,-0.8,-1.0,0.8,,,,,,1.0,1.0,,,,,,,,0.8,,,,,,0.8,,,0.8,,,,,,,,,,,,0.8,,,,,,1.0,1.0,,,,,,,,0.8,,,,,,0.8,,,0.8,,,,,,
Wacongne2012,gemini3_1_pro,2012.0,computational,13,11,0.317,0.932,0.867,0.094,0.9,0.0,0.975,0.043,0.867,0.094,0.9,0.0,1.0,,0.9,-1.0,-1.0,1.0,,,,,,1.0,1.0,0.8,1.0,,,0.8,0.8,,,,0.8,,0.9,,,,,,,,,,,,1.0,,0.9,,,1.0,,,,,,1.0,1.0,0.8,1.0,,,0.8,0.8,,,,0.8,,0.9,,,,,,,,,,,
Westerberg&Xiong2025,gemini3_1_pro,2025.0,empirical,17,16,-0.62,0.76,-0.333,0.471,-0.5,0.764,-1.0,0.0,-1.0,0.0,-0.667,0.745,-1.0,-1.0,-1.0,0.9,,-1.0,,,,,,,0.0,,,,,0.0,,0.0,-1.0,-1.0,0.0,,-1.0,-1.0,0.0,,-1.0,-1.0,,1.0,,,,,-1.0,-1.0,-1.0,,,-1.0,,,,,,,-1.0,,,,,-1.0,,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,,-1.0,-1.0,,1.0,,,,
Yamins2014,gemini3_1_pro,2014.0,computational,5,4,0.8,0.0,0.8,0.0,0.8,0.0,0.6,0.0,0.6,0.0,0.8,0.0,0.8,,,,,0.8,,,,,,,0.8,,,,,,,,,,,,0.8,,,,,,,0.8,,,,,0.6,,,,,,,,,,,,0.6,,,,,,,,,,,,0.8,,,,,,,0.8,,,,
Attinger2017,gpt_oss_120b_init,2017.0,empirical,19,12,0.967,0.075,0.629,0.678,0.1,0.539,-0.35,0.384,-0.1,0.1,-0.367,0.522,1.0,,0.8,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,0.6,-1.0,1.0,,,0.9,,0.9,,1.0,,0.0,,,-0.2,,-0.6,,,0.6,-0.2,,,,0.0,,,-0.2,-0.2,,,-1.0,,,,,0.0,,,,,,,-0.2,,-1.0,,0.2,,0.2,,,,,0.0,-1.0,-0.6
Bakhtiari2021,gpt_oss_120b_init,2021.0,computational,15,13,0.1,0.7,-0.033,0.637,0.56,0.294,-0.1,0.671,0.0,0.589,0.55,0.433,,,,,,0.8,0.0,,-1.0,0.6,,,0.8,,0.2,,-1.0,,0.6,,-0.2,-0.6,,,,0.8,0.8,,0.2,0.8,,,0.2,,,,-0.6,,0.2,0.6,,0.8,,,,-1.0,,-0.6,0.8,,,,,-0.2,,-0.6,,,,,,0.8,0.8,,-0.2,0.8,,,,,,
Bastos2012,gpt_oss_120b_init,2012.0,theoretical,21,24,0.833,0.137,0.59,0.491,0.5,0.297,0.463,0.602,0.74,0.465,0.833,0.18,0.6,,0.8,,,1.0,,0.8,,1.0,0.8,,1.0,0.8,0.8,1.0,0.0,1.0,-0.6,,,0.8,0.5,0.6,0.2,1.0,0.5,,,,0.6,,,,0.2,,0.6,,0.8,,,1.0,0.6,0.3,-1.0,1.0,0.4,,1.0,0.8,0.8,1.0,,1.0,1.0,,-0.6,0.8,1.0,0.6,1.0,0.6,0.8,,,1.0,,0.6,,1.0,,
Bastos2020,gpt_oss_120b_init,2020.0,empirical,13,18,-0.08,0.688,0.1,0.714,0.15,0.296,0.32,0.56,0.533,0.67,0.657,0.381,,-1.0,-0.6,0.0,,,1.0,,0.2,,,,-0.6,,1.0,,,,,,,-0.6,0.6,,0.6,,,-0.2,,,0.2,,,,0.0,,,0.0,,0.6,,1.0,,0.6,,,-0.6,,1.0,,,1.0,,1.0,,,-0.6,,1.0,-0.2,1.0,0.8,1.0,,0.8,,0.6,0.6,-0.2,,,
Bekinschtein2009,gpt_oss_120b_init,2009.0,empirical,16,12,0.16,0.233,0.217,0.644,0.7,0.4,0.133,0.66,0.65,0.497,-0.16,0.763,,,0.6,0.0,0.0,,0.0,,0.2,,,,1.0,,-1.0,0.2,,,,0.6,-0.1,0.6,,,,1.0,0.5,,1.0,,,,,0.0,,1.0,,,,0.0,,,1.0,,,-0.6,,,1.0,,,,-0.2,,1.0,,0.8,,,,,-0.2,0.8,,-1.0,,,0.6,,,,-1.0
Chao2018,gpt_oss_120b_init,2018.0,empirical,20,19,0.233,0.751,0.637,0.331,0.533,0.525,0.64,0.344,0.391,0.576,0.133,0.471,,-1.0,-0.2,1.0,,0.7,0.2,0.8,1.0,0.6,,-1.0,1.0,,0.6,0.4,,0.6,,,1.0,0.5,1.0,0.0,,,1.0,,,0.8,,,,-0.2,,,,,0.0,0.6,,0.8,,0.8,,1.0,,,1.0,0.0,-0.6,1.0,1.0,-0.2,-0.2,0.0,1.0,0.8,0.5,,,,,-0.2,,0.8,,,-0.2,,,
Friston2010,gpt_oss_120b_init,2010.0,theoretical,14,10,0.1,0.436,0.84,0.196,0.48,0.56,0.6,0.327,0.55,0.357,0.6,0.432,-0.6,,0.2,,,,0.6,0.2,,,,,1.0,,0.6,,1.0,,,,1.0,,0.6,,0.8,1.0,,,1.0,,-0.2,,-0.2,,,,,,,,,,1.0,,0.2,0.6,,,1.0,,0.6,,0.6,,,,,,0.0,,0.8,1.0,,,,,,,0.0,,,
Furutachi2024,gpt_oss_120b_init,2024.0,empirical,15,15,0.743,0.35,0.333,0.943,-0.12,0.688,0.143,0.611,0.6,0.566,0.04,0.65,1.0,1.0,,0.2,,,0.8,0.2,1.0,,,1.0,1.0,,,,,-1.0,,,,,,1.0,0.2,,,-1.0,1.0,-0.2,,-0.6,,,,,0.0,,,,,0.2,0.8,,1.0,-1.0,-0.2,0.2,1.0,,,,,,,,,-0.2,,1.0,,1.0,0.2,-1.0,,0.2,,-0.2,,,,
Garret2020,gpt_oss_120b_init,2020.0,empirical,17,11,0.14,0.6,-0.2,0.327,-0.1,0.714,0.62,0.349,0.3,0.173,1.0,0.0,,-0.6,0.0,-0.2,0.6,0.8,,0.2,0.8,-0.6,-0.6,1.0,0.2,,,,,-0.6,,,,,,-0.2,,,,,,,-0.2,,1.0,,-1.0,-0.2,,0.0,1.0,,,0.8,,,0.8,,,0.5,0.2,0.6,0.2,0.2,,,,,,,,,1.0,,,,,,,1.0,,,,
Greedy2022,gpt_oss_120b_init,2022.0,computational,9,11,-0.2,0.566,-0.333,0.471,0.3,0.356,-0.267,0.525,0.067,0.68,0.16,0.557,,,,-1.0,,,0.2,,0.2,,,,,,-1.0,,,,,,0.0,0.0,,,0.8,0.1,,,,0.0,,,,,,,,0.0,,,0.2,-1.0,,,,,,,,-0.6,,,,-0.2,,1.0,,,,,0.8,0.8,,,-0.6,,,0.0,,-0.2,,
Hertag2020,gpt_oss_120b_init,2020.0,computational,20,19,0.46,0.676,0.267,0.411,0.114,0.584,0.53,0.49,0.0,0.593,0.35,0.384,0.8,-0.6,0.8,0.2,,0.8,-1.0,,1.0,0.6,1.0,1.0,0.8,,,,,0.2,-0.2,,,,,,0.2,,,0.2,,-1.0,,1.0,0.0,0.6,,-0.2,0.8,-0.6,0.8,,1.0,0.1,,0.2,1.0,0.6,0.4,1.0,0.8,,-0.2,,,-1.0,,,0.2,,,0.2,,0.0,0.2,,,,1.0,0.2,,,,
Jiang&Rao2024,gpt_oss_120b_init,2024.0,computational,17,16,0.26,0.528,0.32,0.56,-0.071,0.738,0.317,0.801,0.32,0.614,0.44,0.388,,,0.0,-0.6,,0.8,,,,0.8,,0.3,1.0,,,,-0.2,,0.0,,1.0,-0.2,,,0.0,0.8,0.7,,,,,,0.6,-1.0,-0.6,-1.0,,,1.0,,-0.6,0.9,,,,0.8,-1.0,0.8,1.0,-0.6,1.0,,,,0.2,,,,,0.0,,0.8,0.8,,-0.2,0.6,,,,,,0.2
Keller2012,gpt_oss_120b_init,2012.0,empirical,15,17,0.15,0.805,0.04,0.898,0.3,0.608,-0.167,0.657,0.8,0.283,0.0,0.816,-1.0,,,,,0.8,,,,,-0.2,1.0,1.0,,,0.2,,1.0,,,,,-1.0,-1.0,0.0,1.0,-0.6,1.0,,,-0.2,0.6,,,,,,,-0.6,,-0.6,0.8,,,-0.2,,-1.0,0.6,1.0,0.2,,,0.6,1.0,1.0,,1.0,0.6,1.0,,,,1.0,,,,,,-1.0,0.0,,
Keller2018,gpt_oss_120b_init,2018.0,theoretical,18,17,0.4,0.424,0.24,0.742,0.1,0.577,0.78,0.204,0.24,0.65,0.314,0.683,0.4,,-0.2,,,0.4,,,,,,1.0,1.0,,,-1.0,,1.0,,0.0,0.2,,,,-0.1,0.8,,,-1.0,0.0,0.8,0.2,-0.6,0.2,,0.6,0.8,,,,,0.5,,,0.6,1.0,,1.0,1.0,,,0.0,,1.0,-0.2,,,,,-0.6,0.8,0.8,,-1.0,,-0.2,0.8,1.0,,0.0,,
Kiebel2008,gpt_oss_120b_init,2008.0,computational,14,20,0.314,0.5,0.6,0.566,0.125,0.295,0.48,0.319,0.533,0.585,0.067,0.618,0.2,,0.0,,0.2,0.8,-0.6,,,1.0,,0.6,1.0,,,,-0.2,,,,,1.0,,,,0.1,0.6,,,,,0.0,,,,-0.2,,,,,0.2,0.1,,,,0.5,0.6,1.0,1.0,,-0.6,,0.2,,0.6,1.0,,1.0,,,0.2,0.8,-0.2,,-0.2,-1.0,0.6,,0.0,-0.6,,1.0
LaoRodriguez2023,gpt_oss_120b_init,2023.0,empirical,22,14,0.075,0.755,0.212,0.333,0.45,0.516,0.057,0.699,0.05,0.433,-0.333,0.471,,-0.6,,-0.6,-0.4,0.6,,1.0,,0.6,-1.0,1.0,0.8,,0.2,0.0,,-0.2,-0.2,0.2,0.6,,,0.3,-0.2,1.0,,-0.2,,,1.0,0.8,,,,0.3,,,,-1.0,-0.6,,0.0,1.0,-0.2,1.0,,0.2,,,-0.6,0.0,,,,,0.2,0.6,,,,-1.0,0.0,,0.0,,,,,,,
LeeMejias2025,gpt_oss_120b_init,2025.0,computational,17,15,0.24,0.51,0.48,0.546,0.55,0.45,0.571,0.243,0.217,0.543,0.5,0.3,0.8,0.3,0.6,-0.5,0.0,0.4,,-0.2,0.8,,-0.6,0.8,0.8,,,,-0.6,0.8,0.8,,,,0.6,,0.1,,,,,1.0,,,,,,,0.1,0.5,0.6,,,0.8,,0.4,0.8,,,0.8,-0.1,,,,-0.2,0.8,0.8,,,-0.6,0.6,,0.8,,,,,0.2,,,,,,
Mikulasch2023,gpt_oss_120b_init,2023.0,theoretical,19,20,0.337,0.35,-0.229,0.592,-0.175,0.531,0.262,0.517,-0.322,0.557,0.333,0.34,0.6,0.1,0.6,0.6,,-0.2,,,0.6,-0.2,,0.6,-0.8,,,0.2,-0.1,0.8,,,0.0,-1.0,-0.7,,0.7,,,,,,-0.6,,-0.6,-0.2,,,0.6,0.3,0.4,,,0.6,-1.0,,0.6,0.0,,0.6,-0.8,0.2,,-0.6,-0.8,0.8,,-0.6,,-1.0,0.1,-0.2,0.8,,0.0,,,,,,,,,0.2
Nejad2025,gpt_oss_120b_init,2025.0,computational,14,14,0.317,0.699,0.35,0.456,0.15,0.572,0.287,0.619,0.475,0.342,0.05,0.65,,-1.0,,,1.0,0.7,,0.6,,-0.2,,0.8,0.8,,,,,0.8,,,0.0,,-0.2,,0.8,,,-0.6,-0.2,,,,,0.6,,,,-1.0,,,0.2,0.8,0.2,,1.0,1.0,0.0,0.1,0.8,,,,,0.8,,,,,0.3,0.0,0.7,-0.6,,,,,,,,,,
Payeur2021,gpt_oss_120b_init,2021.0,computational,11,13,0.0,0.712,0.2,0.566,-0.64,0.367,0.15,0.281,0.8,0.2,0.2,0.335,0.6,,0.4,,,,,,,,-1.0,,1.0,,,,,,,,,-0.2,,-0.2,-0.6,-1.0,,,,,,-1.0,-0.6,,0.0,,0.6,,0.3,,,,-0.2,,-0.2,,0.2,0.2,,,,0.6,,,,,,,,1.0,,,0.6,,0.0,0.0,0.6,,-0.2,,,
Rao&Ballard1999,gpt_oss_120b_init,1999.0,computational,12,17,0.533,0.34,1.0,0.0,0.367,0.616,0.4,0.825,0.443,0.68,0.25,0.475,,,,,0.2,0.4,,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,0.8,,,-0.2,-0.6,,,,0.2,,,1.0,,-1.0,,1.0,,0.6,,,,,1.0,0.0,,,1.0,0.5,,0.6,,,1.0,-1.0,0.0,0.8,0.1,1.0,,-0.2,,,,,,-0.2
Rao2024,gpt_oss_120b_init,2024.0,theoretical,14,14,0.133,0.573,0.633,0.309,0.588,0.369,0.08,0.371,0.02,0.601,0.9,0.1,,-0.6,,,,0.8,,,0.2,,,,0.8,,,0.2,,,,,,,0.9,,1.0,1.0,0.8,,,,0.3,0.6,0.6,0.6,-0.2,,0.0,,-0.2,,,0.8,,-0.2,,0.0,,,0.8,-1.0,,-0.2,,0.2,,,,,0.3,,1.0,1.0,0.8,,,,0.8,,,,,
Sacramento2018,gpt_oss_120b_init,2018.0,computational,12,15,0.44,0.388,0.46,0.535,-0.55,0.45,0.1,0.616,0.675,0.238,-0.267,0.772,1.0,,,,0.2,0.8,,,,,0.0,0.2,0.7,,-0.6,0.6,,0.8,,,,,0.8,,-0.1,,,,,,,,-1.0,,,,1.0,,,-0.2,0.6,0.8,0.0,-0.2,-0.2,,,-1.0,0.5,,,,,0.4,,,1.0,,0.8,,0.8,-1.0,,,,,,,,-0.6,,
Spratling2008,gpt_oss_120b_init,2008.0,computational,10,12,-0.133,0.618,0.4,0.712,-0.05,0.953,0.225,0.521,0.4,0.438,0.3,0.648,,,,,,0.2,,,-1.0,0.4,,,1.0,,,,,,-0.6,,,,0.8,,,0.8,,,,-1.0,,-1.0,,,1.0,,,-0.6,,,,0.5,,,,0.8,,0.2,1.0,,,,0.2,,-0.2,,0.2,,0.8,,,0.9,,,,,0.6,,,-0.6,,
Spratling2010,gpt_oss_120b_init,2010.0,computational,13,17,0.2,0.864,0.533,0.525,0.086,0.594,-0.333,0.471,0.378,0.797,-0.16,0.445,,,,,,1.0,-1.0,,,0.6,,,1.0,,,,,,,,,,0.8,-0.2,1.0,,-1.0,0.6,0.2,-0.2,,0.2,,,-0.2,,0.0,,,,-1.0,0.0,,,,,,,1.0,1.0,-1.0,1.0,,1.0,,-1.0,,0.0,0.8,0.6,,-1.0,0.2,,,,,,0.0,-0.2,0.2,
