study_name,agent_,year_,type_,LO-count,GO-count,LO-H1-avg,LO-H1-std,LO-H2-avg,LO-H2-std,LO-H3-avg,LO-H3-std,GO-H1-avg,GO-H1-std,GO-H2-avg,GO-H2-std,GO-H3-avg,GO-H3-std,LO-F01,LO-F02,LO-F03,LO-F04,LO-F05,LO-F06,LO-F07,LO-F08,LO-F09,LO-F10,LO-F11,LO-F12,LO-F13,LO-F14,LO-F15,LO-F16,LO-F17,LO-F18,LO-F19,LO-F20,LO-F21,LO-F22,LO-F23,LO-F24,LO-F25,LO-F26,LO-F27,LO-F28,LO-F29,LO-F30,LO-F31,LO-F32,LO-F33,LO-F34,LO-F35,LO-F36,GO-F01,GO-F02,GO-F03,GO-F04,GO-F05,GO-F06,GO-F07,GO-F08,GO-F09,GO-F10,GO-F11,GO-F12,GO-F13,GO-F14,GO-F15,GO-F16,GO-F17,GO-F18,GO-F19,GO-F20,GO-F21,GO-F22,GO-F23,GO-F24,GO-F25,GO-F26,GO-F27,GO-F28,GO-F29,GO-F30,GO-F31,GO-F32,GO-F33,GO-F34,GO-F35,GO-F36
Payeur2021,gpt_oss_120b_init,2021.0,computational,11,13,0.0,0.712,0.2,0.566,-0.64,0.367,0.15,0.281,0.8,0.2,0.2,0.335,0.6,,0.4,,,,,,,,-1.0,,1.0,,,,,,,,,-0.2,,-0.2,-0.6,-1.0,,,,,,-1.0,-0.6,,0.0,,0.6,,0.3,,,,-0.2,,-0.2,,0.2,0.2,,,,0.6,,,,,,,,1.0,,,0.6,,0.0,0.0,0.6,,-0.2,,,
Rao&Ballard1999,gpt_oss_120b_init,1999.0,computational,12,17,0.533,0.34,1.0,0.0,0.367,0.616,0.4,0.825,0.443,0.68,0.25,0.475,,,,,0.2,0.4,,,,1.0,,,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,0.8,,,-0.2,-0.6,,,,0.2,,,1.0,,-1.0,,1.0,,0.6,,,,,1.0,0.0,,,1.0,0.5,,0.6,,,1.0,-1.0,0.0,0.8,0.1,1.0,,-0.2,,,,,,-0.2
Rao2024,gpt_oss_120b_init,2024.0,theoretical,14,14,0.133,0.573,0.633,0.309,0.588,0.369,0.08,0.371,0.02,0.601,0.9,0.1,,-0.6,,,,0.8,,,0.2,,,,0.8,,,0.2,,,,,,,0.9,,1.0,1.0,0.8,,,,0.3,0.6,0.6,0.6,-0.2,,0.0,,-0.2,,,0.8,,-0.2,,0.0,,,0.8,-1.0,,-0.2,,0.2,,,,,0.3,,1.0,1.0,0.8,,,,0.8,,,,,
Sacramento2018,gpt_oss_120b_init,2018.0,computational,12,15,0.44,0.388,0.46,0.535,-0.55,0.45,0.1,0.616,0.675,0.238,-0.267,0.772,1.0,,,,0.2,0.8,,,,,0.0,0.2,0.7,,-0.6,0.6,,0.8,,,,,0.8,,-0.1,,,,,,,,-1.0,,,,1.0,,,-0.2,0.6,0.8,0.0,-0.2,-0.2,,,-1.0,0.5,,,,,0.4,,,1.0,,0.8,,0.8,-1.0,,,,,,,,-0.6,,
Spratling2008,gpt_oss_120b_init,2008.0,computational,10,12,-0.133,0.618,0.4,0.712,-0.05,0.953,0.225,0.521,0.4,0.438,0.3,0.648,,,,,,0.2,,,-1.0,0.4,,,1.0,,,,,,-0.6,,,,0.8,,,0.8,,,,-1.0,,-1.0,,,1.0,,,-0.6,,,,0.5,,,,0.8,,0.2,1.0,,,,0.2,,-0.2,,0.2,,0.8,,,0.9,,,,,0.6,,,-0.6,,
Spratling2010,gpt_oss_120b_init,2010.0,computational,13,17,0.2,0.864,0.533,0.525,0.086,0.594,-0.333,0.471,0.378,0.797,-0.16,0.445,,,,,,1.0,-1.0,,,0.6,,,1.0,,,,,,,,,,0.8,-0.2,1.0,,-1.0,0.6,0.2,-0.2,,0.2,,,-0.2,,0.0,,,,-1.0,0.0,,,,,,,1.0,1.0,-1.0,1.0,,1.0,,-1.0,,0.0,0.8,0.6,,-1.0,0.2,,,,,,0.0,-0.2,0.2,
Srinivasan1982,gpt_oss_120b_init,1982.0,theoretical,15,9,0.68,0.449,0.086,0.464,-0.2,0.653,0.4,0.2,0.1,0.592,-0.867,0.189,0.8,,-0.2,1.0,,0.8,,,,1.0,,,1.0,-0.2,,-0.2,-0.2,,,-0.2,,-0.2,0.6,,0.6,,-1.0,,,-0.2,,,,,,,,,0.6,,,,,,0.2,,,,0.2,,,,,1.0,,,,,-0.6,-0.2,,,,,-1.0,-0.6,-1.0,,,,,
VanDerveer2021,gpt_oss_120b_init,2021.0,empirical,11,12,0.183,0.484,-0.2,0.864,0.05,0.05,0.05,0.712,-0.28,0.688,0.133,0.66,0.6,-0.4,,0.2,,1.0,,-0.1,,,,-0.2,,1.0,,,,,,,,,-1.0,-0.6,,,,0.0,,,0.1,,,,,,-1.0,0.0,,,,,,,1.0,0.2,,,-0.2,-0.6,,,1.0,,,,,-1.0,,-0.6,,,,,,,-0.6,,,,0.0,1.0
Wacongne2011,gpt_oss_120b_init,2011.0,empirical,16,14,0.2,0.583,0.2,0.771,0.3,0.473,0.033,0.912,-0.2,0.283,0.16,0.662,,,,-0.6,,0.4,,,0.0,,,1.0,1.0,1.0,0.2,-0.2,,-0.6,,-1.0,,,,1.0,,0.2,0.8,-0.2,-0.2,0.9,,,,,,,-1.0,1.0,,-1.0,,0.8,,,-0.6,,,1.0,,-0.6,0.0,,,,,,,0.0,,,,0.0,0.8,,-1.0,0.8,0.2,,,,,
Wacongne2012,gpt_oss_120b_init,2012.0,computational,17,23,0.2,0.875,0.85,0.138,0.15,0.497,0.475,0.574,0.37,0.452,0.16,0.344,1.0,,0.8,-0.8,-1.0,1.0,-0.6,,,,,1.0,1.0,0.9,1.0,,,0.8,0.8,0.6,,,,,0.8,-0.6,,,,,0.2,,,0.2,,,1.0,-0.6,0.8,,,1.0,0.6,-0.2,,,0.2,1.0,1.0,-0.1,0.2,,-0.2,0.8,0.8,0.0,0.2,1.0,,0.0,0.8,,0.0,-0.2,,0.0,,0.2,,,,
Westerberg&Xiong2025,gpt_oss_120b_init,2025.0,empirical,16,19,-0.3,0.764,1.0,0.0,-0.067,0.854,-0.257,0.682,-0.667,0.745,-0.167,0.77,-1.0,-1.0,-0.2,0.8,,-1.0,,,,0.6,,,1.0,,,,,1.0,,1.0,,,1.0,,-0.6,0.2,1.0,,-1.0,,,1.0,-1.0,,,,-1.0,-1.0,0.6,0.0,,-1.0,,0.6,,,,0.0,-1.0,,,,-1.0,-1.0,,-1.0,,1.0,-1.0,,,-0.6,-1.0,,0.6,-1.0,,1.0,0.0,,,
Yamins2014,gpt_oss_120b_init,2014.0,computational,5,10,0.3,0.3,-0.2,0.0,0.0,0.6,0.0,0.0,0.05,0.589,-0.16,0.571,,,0.0,,,,,,,0.6,,,,,,,,,,,,,-0.2,,,,,,,,,,,,0.6,-0.6,,,,,0.0,,,,,,,,1.0,,0.0,,,,,,-0.6,,-0.2,,,-1.0,0.2,,,0.6,,,,-0.6,0.0,
