study_name,agent_,year_,type_,LO-count,GO-count,LO-H1-avg,LO-H1-std,LO-H2-avg,LO-H2-std,LO-H3-avg,LO-H3-std,GO-H1-avg,GO-H1-std,GO-H2-avg,GO-H2-std,GO-H3-avg,GO-H3-std,LO-F01,LO-F02,LO-F03,LO-F04,LO-F05,LO-F06,LO-F07,LO-F08,LO-F09,LO-F10,LO-F11,LO-F12,LO-F13,LO-F14,LO-F15,LO-F16,LO-F17,LO-F18,LO-F19,LO-F20,LO-F21,LO-F22,LO-F23,LO-F24,LO-F25,LO-F26,LO-F27,LO-F28,LO-F29,LO-F30,LO-F31,LO-F32,LO-F33,LO-F34,LO-F35,LO-F36,GO-F01,GO-F02,GO-F03,GO-F04,GO-F05,GO-F06,GO-F07,GO-F08,GO-F09,GO-F10,GO-F11,GO-F12,GO-F13,GO-F14,GO-F15,GO-F16,GO-F17,GO-F18,GO-F19,GO-F20,GO-F21,GO-F22,GO-F23,GO-F24,GO-F25,GO-F26,GO-F27,GO-F28,GO-F29,GO-F30,GO-F31,GO-F32,GO-F33,GO-F34,GO-F35,GO-F36
Hertag2020,gpt_oss_120b_repb,2020.0,computational,10,11,0.8,0.267,0.567,0.125,0.0,0.0,0.8,0.256,0.7,0.245,1.0,0.0,0.9,0.2,0.8,,,0.7,,,1.0,,1.0,1.0,0.7,,,,,0.6,,,,,0.4,,,,,,,,,,,,,,0.9,0.2,0.8,,,0.9,,,0.8,,1.0,1.0,0.7,,,,,,,,1.0,,0.4,,,,,,,1.0,,,,,,
Jiang&Rao2024,gpt_oss_120b_repb,2024.0,computational,11,10,0.8,0.0,0.8,0.163,0.75,0.087,0.733,0.047,0.933,0.094,0.775,0.109,,,,0.8,,0.8,,,,0.8,,0.8,1.0,,,,0.8,,,,,,0.6,,,0.8,0.8,,,0.8,,0.6,,,,,,,,,,0.7,,,,0.8,,0.7,1.0,,,,0.8,,,,,,1.0,,,0.9,0.8,,,0.8,,0.6,,,,
Keller2012,gpt_oss_120b_repb,2012.0,empirical,9,9,0.833,0.17,0.725,0.13,0.8,0.2,0.833,0.17,0.767,0.125,0.467,0.377,,,,,,0.9,,,,,0.6,1.0,0.8,,,,,0.9,,,,0.6,0.6,,,,,,,,1.0,0.6,,,,,,,,,,0.9,,,,0.6,,1.0,0.8,,,,,0.9,,,,,0.6,,,,,,,,0.2,1.0,0.2,,,
Keller2018,gpt_oss_120b_repb,2018.0,theoretical,17,16,0.643,0.523,0.76,0.294,0.42,0.614,0.883,0.146,0.84,0.15,0.44,0.622,0.8,,,0.8,-0.6,0.9,,,,1.0,0.6,1.0,0.8,,,,0.8,1.0,,,,,1.0,0.2,0.8,0.7,,,,,0.8,0.6,,,,-0.8,0.8,,1.0,,,0.9,,,,1.0,0.6,1.0,1.0,,,,1.0,0.8,,,,,0.8,0.6,0.7,0.7,,,,,0.8,0.8,,,,-0.8
Kiebel2008,gpt_oss_120b_repb,2008.0,computational,12,10,0.933,0.047,0.88,0.16,0.8,0.141,0.9,0.082,1.0,0.0,0.733,0.094,,,,,,0.9,,,,1.0,,0.9,1.0,,,,0.6,,,,,1.0,0.8,1.0,,0.8,,1.0,,0.8,0.6,,,,,,,,,,,0.8,,,,1.0,,0.9,1.0,,,,1.0,,,,,1.0,1.0,,,0.8,,,,0.8,0.6,,,,,
LaoRodriguez2023,gpt_oss_120b_repb,2023.0,empirical,11,5,0.15,0.669,0.6,0.245,0.6,0.283,1.0,0.0,0.8,0.0,0.6,0.283,,,,-0.6,-0.4,0.6,,,,,,1.0,0.8,0.6,,,,,,0.2,,,,0.8,,,,,,,0.2,0.8,,,,0.8,,,,,,,,,,,,1.0,0.8,,,,,,,,,,,,0.2,,,,,,,0.8,,,,0.8
LeeMejias2025,gpt_oss_120b_repb,2025.0,computational,13,13,0.537,0.519,0.75,0.087,0.8,0.0,0.714,0.083,0.75,0.087,0.5,0.3,0.8,0.9,0.6,-0.8,,0.5,,0.7,0.8,,,0.8,0.8,,,,,0.8,0.8,,,,0.6,,0.8,,,,,,,,,,,,0.7,0.8,0.6,,,0.7,,0.6,0.8,,,0.8,0.8,,,,,0.8,0.8,,,,0.6,,0.8,0.2,,,,,,,,,,
Mikulasch2023,gpt_oss_120b_repb,2023.0,theoretical,13,14,0.629,0.07,-0.175,0.672,0.85,0.15,0.562,0.212,-0.4,0.693,0.75,0.15,0.6,0.8,0.6,,,0.6,,0.6,0.6,,,0.6,-0.8,,,,-0.8,0.8,,,,,0.1,,0.7,,,,,,,,,,,1.0,0.4,0.5,0.6,1.0,,0.6,,0.2,0.6,,,0.6,-0.8,,,,-0.8,0.8,,,,,-0.8,,0.9,,,0.6,,,,,,,,
Nejad2025,gpt_oss_120b_repb,2025.0,computational,6,9,0.8,0.0,0.733,0.094,0.8,0.0,0.6,0.283,0.7,0.1,0.85,0.15,,,,,,0.8,,,,,,0.8,0.8,,,,,0.8,,,,,0.6,,0.8,,,,,,,,,,,,,,,,,0.8,,,,0.2,,0.8,0.8,,,,,0.8,,,0.6,,0.6,,0.7,,,,,,,,,,1.0,
Payeur2021,gpt_oss_120b_repb,2021.0,computational,4,6,0.5,0.1,0.0,0.0,0.4,0.2,0.533,0.094,0.6,0.0,0.7,0.1,0.6,,0.4,,,,,,,,,,,,,,,,,,,,,,0.6,,,,0.2,,,,,,,,0.6,,0.4,,,,,0.6,,,,,0.6,,,,,,,,,,,,0.8,0.6,,,,,,,,,,
Rao&Ballard1999,gpt_oss_120b_repb,1999.0,computational,12,8,1.0,0.0,0.92,0.16,0.85,0.166,1.0,0.0,1.0,0.0,0.85,0.166,1.0,,,,,1.0,,,,1.0,,,1.0,,,0.6,1.0,1.0,,,,,1.0,,1.0,1.0,0.8,,,,0.6,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,1.0,,1.0,1.0,0.8,,0.6,,,,,,,
Rao2024,gpt_oss_120b_repb,2024.0,theoretical,12,9,0.933,0.094,0.825,0.148,0.9,0.089,0.7,0.1,0.8,0.0,0.84,0.15,1.0,,,,,0.8,,,,1.0,,,0.9,,,,0.6,1.0,,,,,0.8,,0.8,1.0,0.8,,,1.0,0.9,,,,,,,0.6,,,,0.8,,,,,,,0.8,,,,,,,,,,0.8,,1.0,1.0,0.8,0.6,,,0.8,,,,,
Sacramento2018,gpt_oss_120b_repb,2018.0,computational,10,6,0.95,0.087,0.125,0.746,0.9,0.1,0.9,0.1,0.8,0.0,0.8,0.0,1.0,,,,,0.8,,,1.0,,1.0,,-0.1,,,,-1.0,0.8,,,,,0.8,,0.8,,1.0,,,,,,,,,,1.0,,,,,0.8,,,,,,,0.8,,,,,0.8,,,,,0.8,,0.8,,,,,,,,,,,
Spratling2008,gpt_oss_120b_repb,2008.0,computational,10,6,0.96,0.08,0.867,0.094,0.5,0.3,0.9,0.1,0.667,0.34,0.8,0.0,1.0,1.0,,,1.0,1.0,,,,0.8,,,0.8,,,,1.0,,,,,,0.8,,,0.8,,,,,0.2,,,,,,,,,,,1.0,,,,0.8,,,1.0,,,,0.2,,,,,,0.8,,,0.8,,,,,,,,,,
Spratling2010,gpt_oss_120b_repb,2010.0,computational,7,5,0.9,0.173,0.9,0.1,0.2,0.0,1.0,0.0,0.9,0.1,1.0,0.0,,1.0,,0.6,,1.0,,,1.0,,,,1.0,,,,,,,,,,0.8,,,,,,0.2,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.8,,,1.0,,,,1.0,,,,,,
Srinivasan1982,gpt_oss_120b_repb,1982.0,theoretical,8,2,0.96,0.049,0.867,0.189,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.9,,1.0,1.0,,0.9,,,,1.0,,,1.0,,,,,,,0.6,,,1.0,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,
VanDerveer2021,gpt_oss_120b_repb,2021.0,empirical,8,5,0.467,0.457,0.0,0.0,0.5,0.3,0.6,0.283,1.0,0.0,0.0,0.0,0.6,-0.4,0.2,0.6,,1.0,,0.8,,,,,,,,,,,,,,,,,,,,,,0.2,0.8,,,,,,0.2,,0.6,,,0.6,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Wacongne2011,gpt_oss_120b_repb,2011.0,empirical,8,7,0.0,0.906,0.7,0.1,0.8,0.0,0.667,0.34,0.8,0.2,0.8,0.0,,,,-0.8,-1.0,0.8,,,,,,1.0,0.8,,,,,,,,0.6,,,,,,0.8,,,0.8,,,,,,,,,,,,0.8,,,,,0.2,1.0,1.0,,,,,,,,0.6,,,,,,0.8,,,0.8,,,,,,
Wacongne2012,gpt_oss_120b_repb,2012.0,computational,15,14,0.357,0.807,0.9,0.1,0.95,0.05,0.78,0.299,0.867,0.094,0.7,0.356,1.0,0.6,0.9,-0.8,-1.0,0.8,,,,,,1.0,1.0,0.8,1.0,,,0.8,0.8,,,,1.0,,0.9,,,,,,1.0,,,,,,1.0,,0.9,,,1.0,,0.2,,,,0.8,1.0,0.8,1.0,,,0.8,0.8,,,,0.8,,0.9,,,0.2,,,,,,1.0,,
Westerberg&Xiong2025,gpt_oss_120b_repb,2025.0,empirical,18,17,-0.35,0.92,-0.267,0.525,-0.5,0.764,-0.9,0.173,-0.714,0.554,-0.667,0.745,-1.0,-1.0,-1.0,0.9,,-1.0,,,,,1.0,,0.2,,,,,0.2,,0.0,-1.0,-1.0,0.0,,-1.0,-1.0,0.0,,-1.0,-1.0,,1.0,,,,,-1.0,-1.0,-0.6,,,-1.0,,,,,,,-1.0,,,,,-1.0,,-1.0,-0.6,-1.0,-1.0,0.6,-1.0,-1.0,-1.0,,-1.0,-1.0,,1.0,,,,
Yamins2014,gpt_oss_120b_repb,2014.0,computational,3,2,0.4,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,,,,,,,,0.2,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,0.2,,,,,0.2,,,,,,,,,,,,,,,,
